numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao,evento
000001711,45368,DEPUTADA ANDRÉIA DE JESUS,26143,2020-07-08 14:00:00,"Critica a postura do presidente Jair Bolsonaro diante a pandemia da
Covid-19, ao comentar o anúncio de que ele foi diagnosticado com a
doença. Comenta notícia de prisão de fundador da empresa Ricardo Eletro
por sonegação de impostos, criticando as isenções tributárias a
empresários no Estado. Elogia manifestação realizada na Assembleia
Legislativa contra a reforma da Previdência dos servidores civis,
ressaltando que o projeto de reforma é antipopular, machista e racista.
Solicita ao governo do Estado a regulamentação da Lei Aldir Blanc, para
garantir, durante a pandemia do coronavírus, renda mínima para todos
aqueles que trabalham no campo da cultura.",19,2020-07-08 14:00:00,
000001712,45369,DEPUTADO CARLOS PIMENTA,7758,2020-07-08 14:00:00,"Elogia a Prefeitura de Porteirinha e a Santa Casa local pelo convênio
firmado com a Santa Casa de Montes Carlos para construir um centro de
tratamento de câncer, que atenderá a centenas de pacientes de cerca de
20 municípios da região. Elogia a Santa Casa de Montes Claros,
qualificando-a como um exemplo a ser seguido pela maioria dos hospitais
do Estado, e o prefeito Humberto Souto pela administração desse
município. Solicita à população manter as orientações de cuidado pessoal
e de isolamento social para o controle da pandemia da Covid-19, causada
pelo coronavírus.",19,2020-07-08 14:00:00,
000001713,45370,DEPUTADO SARGENTO RODRIGUES,9673,2020-07-08 14:00:00,"Elogia manifestação realizada na Assembleia Legislativa contra a
tramitação da reforma da Previdência dos servidores civis durante a
pandemia da Covid-19. Destaca dispositivos do Regimento Interno do
Parlamento mineiro que tratam da efetiva participação popular no
processo legislativo. Informa que entrou com mandado de segurança para
sustar os efeitos da portaria do Ministério da Economia que estipulou o
prazo até 31 de julho para aprovação das novas alíquotas previdenciárias
do Estado.",19,2020-07-08 14:00:00,
000001714,45371,DEPUTADA ANA PAULA SIQUEIRA,19150,2020-07-08 14:00:00,"Critica vetos do presidente Jair Bolsonaro ao Projeto de Lei federal
1.142/20, que prevê ações para combater o avanço da Covid-19 entre
indígenas, quilombolas e outras comunidades tradicionais.",19,2020-07-08 14:00:00,
000001715,45355,DEPUTADO SARGENTO RODRIGUES,9673,2020-07-07 14:00:00,"Apresenta questionamento formal à Mesa da Assembleia Legislativa sobre a
constitucionalidade da tramitação da reforma da Previdência social dos
servidores civis durante o período de pandemia da Covid-19.",19,2020-07-07 14:00:00,
000001716,45356,DEPUTADA LENINHA,26153,2020-07-07 14:00:00,"Comenta a importância de as estatísticas oficiais do Estado terem
começado a levar em conta a raça e a cor dos atingidos pela Covid-19.
Ressalta que os dados mostraram que a maior parte dos óbitos de Minas
Gerais está entre negros. Critica o relaxamento do isolamento social no
Município de Montes Claros, destacando o grande número de casos da
doença na região e a falta de anestésicos para entubar pacientes.
Denuncia violações de direitos humanos em presídio do Município de
Manhumirim, que já apresenta 165 pessoas infectadas com o coronavírus.
Manifesta posição contrária à análise da reforma previdenciária e
administrativa dos servidores civis durante o período de pandemia.
Comenta que a proposta apresenta um ""tratamento covarde"" em relação à
Polícia Civil, afeta sobretudo os 75% dos servidores estaduais que
ganham até R$ 3 mil mensais e também as mulheres. Destaca ainda que, se
aprovada, Minas Gerais terá a terceira maior contribuição previdenciária
do País.",19,2020-07-07 14:00:00,
000001717,45357,DEPUTADO CRISTIANO SILVEIRA,22523,2020-07-07 14:00:00,"Manifesta preocupação com a postura do governo do Estado perante a
pandemia da Covid-19, principalmente em relação ao programa Minas
Consciente e ao hospital de campanha do Município de Belo Horizonte.
Critica a proposta de reforma da Previdência Social dos servidores
públicos civis, ressaltando a demora do governo para apresentar a
proposta. Destaca que a reforma apresentada não resolveria o problema da
Previdência e que o governo deveria diminuir as isenções fiscais e os
cargos comissionados. Informa que impetrou mandado de segurança para
rever a obrigatoriedade do prazo de análise do projeto e para que o
projeto não seja discutido em meio à pandemia, para garantir a
participação da sociedade e dos servidores no processo.",19,2020-07-07 14:00:00,
000001718,45358,DEPUTADA CELISE LAVIOLA,2267,2020-07-07 14:00:00,"Informa que foi realizada a primeira rodada do programa Fala Secretário,
no qual diretores de escola podem dialogar e fazer propostas diretamente
para a secretária de Estado de Educação, por meio de videoconferência.
Informa que apresentou projeto de lei que assegura à pessoa afetada por
nefropatia grave de natureza crônica o direito de ser enquadrada no
conceito de portadora de deficiência para fins de concessão de
benefícios pelo Estado. Comenta casos de Covid-19 em presídio do
Município de Manhumirim e informa que secretário de Estado está
resolvendo a situação. Manifesta indignação com mensagem de servidora
pública contrária a sua postura em relação à reforma da Previdência dos
servidores civis.",19,2020-07-07 14:00:00,
000001719,45359,DEPUTADO ARLEN SANTIAGO,9652,2020-07-07 14:00:00,"Informa sobre recursos federais destinados a Minas Gerais, ressaltando
que parte será investida em meio ambiente. Defende que o projeto de
coleta e disposição adequadas de lixo, que atenderia diretamente 40
municípios do Norte de Minas, seja priorizado na aplicação do restante
dos recursos. Sugere ação policial contra empresas que vêm interrompendo
o fornecimento de medicamentos para anestesia geral, fundamentais para
vários pacientes, inclusive aqueles mais gravemente atingidos pela
Covid-19, causada pelo coronavírus. Questiona fechamento de destilarias
de eucalipto, de produção de cachaça, no Município de São João do
Paraíso, após fiscalização do Ministério do Trabalho.",19,2020-07-07 14:00:00,
000001720,45360,DEPUTADO ANDRÉ QUINTÃO,12195,2020-07-07 14:00:00,"Manifesta preocupação com a situação do Estado em relação à Covid-19,
criticando a flexibilização das regras de isolamento social, de maneira
antecipada, por meio do programa Minas Consciente. Critica a proposta do
governo do Estado de reforma da Previdência Social dos servidores
públicos civis, ressaltando que não é possível votar dentro do prazo
estipulado pelo governo federal, e que é muito importante que a
Assembleia Legislativa, antes de proceder a qualquer tipo de votação,
faça o debate com os servidores.",19,2020-07-07 14:00:00,
000001721,45342,DEPUTADO ANTONIO CARLOS ARANTES,7327,2020-07-02 14:00:00,"Solicita apoio ao Projeto de Lei Federal nº 2.169/2020, que trata do
Refis, para refinanciar dívidas, principalmente as do comércio. Elogia o
cooperativismo, por ocasião do Dia Internacional do Cooperativismo.
Comenta que, apesar das dificuldades geradas pela pandemia da Covid-19,
causada pelo coronavírus, há muitas boas notícias a serem divulgadas,
como acordos para manutenção de empregos, safras do agronegócio, redução
de juros, investimentos privados em Minas Gerais e a aprovação do Marco
do Saneamento Básico no Congresso Nacional.",19,2020-07-02 14:00:00,
000001722,45343,DEPUTADO CELINHO SINTROCEL,18849,2020-07-02 14:00:00,"Presta solidariedade aos familiares das vítimas da Covid-19, lamentando
a marca de mil mortes pela doença no Estado. Comenta, como presidente da
Comissão do Trabalho, da Previdência e da Assistência Social, que a
comissão apreciará com responsabilidade o texto da reforma da
Previdência dos servidores civis proposta pelo governador do Estado,
corrigindo “os equívocos e as injustiças” da proposta original. Comenta
que o governador Romeu Zema demorou a enviar a proposta e não pode usar
a pandemia do coronavírus como desculpa para exigir a rápida aprovação
das proposições pela Assembleia Legislativa. Ressalta que é necessário
exigir a prorrogação dos prazos estabelecidos pelo governo federal para
a revisão das alíquotas. Informa ser contrário a descontos
extraordinários e à retirada de aposentadorias especiais de quem
trabalha em atividades que fragilizam a saúde.",19,2020-07-02 14:00:00,
000001723,45344,DEPUTADA BEATRIZ CERQUEIRA,26098,2020-07-02 14:00:00,"Lamenta tramitação da reforma da Previdência dos servidores civis
durante a pandemia da Covid-19, causada pelo coronavírus, destacando que
a Assembleia Legislativa perdeu a chance do protagonismo de fazer o
debate de forma justa e correta. Ressalta que o Parlamento mineiro
poderia ter solicitado ao governo federal a prorrogação do prazo para
mudanças nas alíquotas de contribuição. Comenta que, quanto às alíquotas
previstas pelo governo do Estado, a proposta traz o pior sistema de todo
o País, contendo uma “falsa ideia de progressividade"", e que o real
objetivo da reforma seria reduzir gastos. Questiona alguns pontos da
proposta, como o aumento do tempo de contribuição, especialmente para as
mulheres, mudanças na aposentadoria específica de professor, instituição
de contribuição extraordinária, o fim da aposentadoria por invalidez e
da aposentadoria proporcional. Questiona também qual seria o interesse
em se retirar a natureza pública da Previdência complementar.",19,2020-07-02 14:00:00,
000001724,45345,DEPUTADA LAURA SERRANO,26165,2020-07-02 14:00:00,"Presta solidariedade aos familiares das vítimas da Covid-19, causada
pelo coronavírus, lamentando a marca de mil mortes pela doença no
Estado. Comenta a proposta de reforma da Previdência dos servidores
civis, destacando que o impacto da reforma sobre a maioria dos
profissionais da educação seria pequeno. Ressalta que, para cada um
servidor da educação da ativa, há dois servidores inativos, e, em razão
disso, é essencial que seja feita uma reforma. Informa sobre o programa
Fala Secretário, cujo objetivo é gerar uma maior articulação entre os
gestores escolares e a Secretaria de Estado da Educação - SEE.",19,2020-07-02 14:00:00,
000001725,45346,DEPUTADA ANA PAULA SIQUEIRA,19150,2020-07-02 14:00:00,"Presta solidariedade aos familiares das vítimas da Covid-19, causada
pelo coronavírus, lamentando a marca de mil mortes pela doença no
Estado. Comenta a questão da demora da ativação do hospital de campanha
do Município de Belo Horizonte e a falta de respiradores no Estado.
Comenta a proposta de reforma da Previdência dos servidores civis,
ressaltando que, mesmo após o desmembramento dos projetos, a matéria
continua complexa e agride a segurança dos servidores. Critica a pressão
para que a reforma seja aprovada “a toque de caixa”, ressaltando que a
participação popular é importante para a construção de propostas que
garantam equilíbrio financeiro para o Estado, sem negar direitos.",19,2020-07-02 14:00:00,
000001726,45347,DEPUTADO SARGENTO RODRIGUES,9673,2020-07-02 14:00:00,"Questiona a tramitação da reforma da Previdência social dos servidores
civis, ressaltando que ela violaria o processo legal, ao negar a
possibilidade de participação dos interessados nas discussões, em
virtude da pandemia de Covid-19, causada pelo coronavírus. Informa que
entrará com um mandado de segurança para retirar os textos de
tramitação, já que as medidas de isolamento social impossibilitam a
participação.",19,2020-07-02 14:00:00,
000001727,45336,DEPUTADO ANTONIO CARLOS ARANTES,7327,2020-07-01 14:00:00,"Pesar pelas vítimas da Covid-19, causada pelo coronavírus, no Estado.
Decreta luto institucional.",19,2020-07-01 14:00:00,
000001728,45337,DEPUTADO GLAYCON FRANCO,20231,2020-07-01 14:00:00,"Comenta estudo da Universidade Federal de Pelotas que aponta a
correlação entre a precariedade dos serviços de abastecimento e de
saneamento e a alta incidência da Covid-19; e pesquisa da Universidade
Federal de Minas Gerais - UFMG - sobre a presença do coronavírus nas
amostras de esgoto coletadas no Município de Belo Horizonte. Informa
que o Congresso Nacional aprovou o novo marco regulatório do saneamento
básico e sugere a criação de uma comissão temporária na Assembleia
Legislativa sobre o tema.",19,2020-07-01 14:00:00,
000001729,45338,DEPUTADA MARÍLIA CAMPOS,12213,2020-07-01 14:00:00,"Elogia o deputado Glaycon Franco por apresentar estudo da Universidade
Federal de Pelotas que aponta a correlação entre a precariedade dos
serviços de abastecimento e de saneamento e a alta incidência da Covid-
19, causada pelo coronavírus. Sugere reunião da Comissão de Meio
Ambiente e Desenvolvimento Sustentável para debater esse tema. Comenta a
proposta do governo do Estado de reforma da Previdência Social dos
servidores públicos civis, ressaltando que são projetos complexos que
merecem um estudo mais aprofundado, com participação da sociedade e dos
servidores. Sugere a divisão dos projetos em três: reforma da
Previdência, reforma administrativa, e um projeto específico para as
alíquotas. Ressalta que apenas este último deveria tramitar no momento,
devido ao prazo exigido pelo governo federal.",19,2020-07-01 14:00:00,
000001730,45339,DEPUTADA ANDRÉIA DE JESUS,26143,2020-07-01 14:00:00,"Saúda o presidente da Assembleia Legislativa, deputado Agostinho Patrus,
pelo transcurso de seu aniversário. Saúda o protesto de entregadores de
aplicativos, que paralisaram seus serviços, lutando pela dignidade no
trabalho. Comenta a proposta de reforma da Previdência Social dos
servidores públicos civis, ressaltando o desrespeito a princípios
democráticos que se configuraria com a tramitação da reforma sem a
garantia da ampla participação das pessoas impactadas. Destaca o impacto
da reforma para as mulheres, que seriam as principais afetadas e não
estariam devidamente representadas nos espaços de discussão,
questionando por que esse projeto está sendo escrito por homens brancos.",19,2020-07-01 14:00:00,
000001731,45340,DEPUTADO ANDRÉ QUINTÃO,12195,2020-07-01 14:00:00,"Comenta que o momento não é adequado para analisar a reforma da
Previdência dos servidores civis, devido às limitações impostas pela
pandemia da Covid-19. Ressalta que a Assembleia Legislativa deveria
concentrar esforços na discussão de formas de combater a proliferação do
coronavírus em Minas, que já registrou mais de mil mortes pela doença.
Defende que os projetos sejam divididos, priorizando-se a questão das
alíquotas, para que seja atendido o prazo imposto pela reforma federal.
Questiona tanto o fato de a reforma proposta tratar também de questões
administrativas e trabalhistas quanto a previsão de cobrança de
aposentados e pensionistas que ganham até o teto do Regime Geral de
Previdência Social.",19,2020-07-01 14:00:00,
000001732,45341,DEPUTADO CARLOS PIMENTA,7758,2020-07-01 14:00:00,"Defende as orientações de cuidado pessoal e isolamento social para o
controle da pandemia da Covid-19. Elogia programa do Instituto de
Desenvolvimento do Nordeste e de Minas - Idene - para a reestruturação
da região pós-pandemia do coronavírus, dividido em três eixos:
infraestrutura, desenvolvimento hídrico e desenvolvimento econômico.",19,2020-07-01 14:00:00,
000001733,45517,DEPUTADO ARLEN SANTIAGO,9652,2020-06-30 14:00:00,"Denuncia a falta de medicamentos, especialmente anestésicos, e de outros
insumos para atender infectados da Covid-19 que precisam ser entubados;
e o aumento abusivo dos preços desses medicamentos. Comenta desvios de
recursos que deveriam ser utilizados no combate à pandemia do
coronavírus e a possibilidade de adiamento das eleições municipais.",19,2020-06-30 14:00:00,
000001734,45518,DEPUTADO VIRGÍLIO GUIMARÃES,2698,2020-06-30 14:00:00,"Pesar pelo falecimento da Sra. Carminha Bomtempo. Comenta a proposta do
governo do Estado de reforma da Previdência Social dos servidores
públicos civis, destacando ser inoportuno misturar o tema previdenciário
com outros aspectos pertinentes ao servidor no momento. Destaca não ser
daqueles que acham que qualquer reforma da previdência é ruim, pois as
circunstâncias variam com o tempo, e a lei precisa acompanhar. Comenta,
entretanto, que não seria adequado promover perda de poder aquisitivo do
servidor nesta situação de pandemia da Covid-19 nem propor o arrocho
salarial como caminho para atingir o objetivo.",19,2020-06-30 14:00:00,
000001735,45519,DEPUTADO DOUTOR JEAN FREIRE,22581,2020-06-30 14:00:00,"Informa que retomou sua atuação como médico durante a pandemia da
Covid-19, atendendo pacientes em enfermaria. Comenta a questão da falta
de medicamentos e o aumento abusivo de seus preços, ressaltando que é
preciso investigar os motivos de esses insumos estarem em falta.",19,2020-06-30 14:00:00,
000001736,45520,DEPUTADA CELISE LAVIOLA,2267,2020-06-30 14:00:00,"Manifesta preocupação com a notícia de possíveis cortes dos auxílios
emergenciais pela Fundação Renova e informa sobre reunião com
representante da fundação para esclarecimentos. Comenta que a reforma da
Previdência dos servidores públicos é necessária, mas será feita com
responsabilidade na Assembleia Legislativa, e que fará o possível para
amenizar a situação do servidor. Convida gestores de escolas estaduais a
participar do programa virtual ""Fala, Secretário"".",19,2020-06-30 14:00:00,
000001737,45521,DEPUTADO DOUTOR JEAN FREIRE,22581,2020-06-30 14:00:00,"Lamenta aumento abusivo do preço de medicamentos e insumos hospitalares
durante a pandemia da Covid-19.",19,2020-06-30 14:00:00,
000001738,45522,DEPUTADO SARGENTO RODRIGUES,9673,2020-06-30 14:00:00,"Critica a proposta do governo do Estado de reforma da Previdência Social
dos servidores públicos civis, destacando que nela está inserida uma
grande reforma administrativa que altera a política remuneratória dos
servidores civis e militares do Estado, cortando a maioria dos
benefícios. Ressalta que a reforma da Previdência contribuirá com um
terço do que o Estado deixou de arrecadar de impostos de grandes
empresas em 2019, e que é inadmissível aceitar que o governo faça
economia nas costas do servidor. Informa que participará de reunião com
sindicatos e associações de servidores para marcar uma grande marcha até
a Cidade Administrativa. Solicita debate aprofundado sobre esse tema.",19,2020-06-30 14:00:00,
000001739,45523,DEPUTADO CARLOS PIMENTA,7758,2020-06-30 14:00:00,"Comenta que de nada adianta o trabalho dos governantes na contenção da
pandemia da Covid-19 se a população não colaborar e não cumprir o
isolamento social. Comenta a falta de medicamentos utilizados nos
centros de terapia intensiva - CTIs. Solicita a prefeitos
responsabilidade com a vida da população, ao comentar que alguns
prefeitos têm mantido os comércios locais abertos porque acreditam que
isso será importante para suas reeleições.",19,2020-06-30 14:00:00,
000001740,45321,DEPUTADA ANDRÉIA DE JESUS,26143,2020-06-25 14:00:00,"Critica a proposta do governo do Estado de reforma da Previdência Social
dos servidores públicos civis, e o fato de o governador ter a retirada
de direitos dos servidores como única proposta de superação de crise
fiscal do Estado. Critica o governador Romeu Zema por não buscar uma
forma de ampliar o prazo estipulado pelo governo federal para a votação
do projeto. Ressalta a necessidade de rediscutir as isenções fiscais.
Comenta que a política do governador pesa sobre os mais pobres e sobre o
povo negro, e que reforma da Previdência agravaria a crise, ressaltando
danos aos servidores inativos e às mulheres. Defende que a reforma
precisa ser discutida com as diversas categorias de servidores públicos
atingidos, o que não é viável durante as medidas de isolamento social
impostas pela pandemia da Covid-19, causada pelo coronavírus.",19,2020-06-25 14:00:00,
000001741,45322,DEPUTADO CRISTIANO SILVEIRA,22523,2020-06-25 14:00:00,"Manifesta preocupação com o aumento do número de casos da Covid-19 em
Minas Gerais. Ressalta que o resultado do caminho escolhido pelo governo
estadual, alinhado com o federal, se mostrou equivocado e, agora,
municípios que estavam no caminho de flexibilização do isolamento social
estão recuando. Critica a proposta do governo do Estado de reforma da
Previdência Social dos servidores públicos civis, e o curto prazo para o
Legislativo analisá-la. Enumera prejuízos aos servidores constantes na
proposta. Informa que impetrou mandado de segurança para rever a
obrigatoriedade do prazo de análise do projeto e para que o projeto não
seja discutido em meio à pandemia, para garantir a participação da
sociedade e dos servidores no processo.",19,2020-06-25 14:00:00,
000001742,45323,DEPUTADO ANDRÉ QUINTÃO,12195,2020-06-25 14:00:00,"Manifesta preocupação com o aumento do número de casos da Covid-19 em
Minas Gerais, em um momento em que os leitos de unidade de terapia
intensiva - UTI - já apresentam ocupação superior a 90%. Ressalta que o
resultado do caminho escolhido pelo governo estadual, alinhado com o
federal, se mostrou equivocado. Comenta a necessidade de o hospital de
campanha parar de ser usado como propaganda e ser aberto para
atendimento. Questiona os motivos de o governo federal atender menos de
30% dos pedidos de leitos de Minas Gerais.",19,2020-06-25 14:00:00,
000001743,45324,DEPUTADO CARLOS PIMENTA,7758,2020-06-25 14:00:00,"Defende as ações do governo do Estado no enfrentamento à Covid-19,
ressaltando que o pico da pandemia é iminente em Minas Gerais, mas será
mais brando graças às providências do governo. Lamenta a falta de
medicamentos no País. Elogia a aplicação pela Prefeitura de Montes
Claros dos recursos de emenda parlamentar que destinou para obras da
Praça da Matriz.",19,2020-06-25 14:00:00,
000001744,45325,DEPUTADO SARGENTO RODRIGUES,9673,2020-06-25 14:00:00,"Apresenta questões de ordem solicitando o cancelamento da 6ª Reunião
Extraordinária da Comissão de Constituição e Justiça, destinada a
discutir a reforma da previdência do Estado, e, caso realizada, que
sejam anulados todos os atos nela praticados; e a realização de
audiência pública para debater a reforma com a participação de entidades
e sindicatos representativos dos servidores públicos civis e militares
do Estado. Ressalta que, caso isso não ocorra, recorrerá a mandado de
segurança, inclusive para anular qualquer votação relativa à reforma.",19,2020-06-25 14:00:00,
000001745,45313,DEPUTADO GIL PEREIRA,7762,2020-06-24 14:00:00,"Pesar pelo falecimento de ex-prefeita do Município de Pedras de Maria da
Cruz, Norma Britto Pereira. Informa sobre reunião com o secretário de
Estado de Infraestrutura, Marco Aurélio Barcelos, em que solicitou
várias obras na malha rodoviária da região Norte de Minas, a serem
custeadas pelos recursos da outorga paga pela Eco 135. Parabeniza o
presidente da Assembleia Legislativa, deputado Agostinho Patrus, por
homenagem especial ao presidente do Tribunal de Justiça do Estado de
Minas Gerais - TJMG -, desembargador Nelson Missias. Comenta que o
Estado está caminhando para o pico da pandemia da Covid-19, causada pelo
coronavírus.",19,2020-06-24 14:00:00,
000001746,45314,DEPUTADO DUARTE BECHIR,17919,2020-06-24 14:00:00,"Comenta a proposta do governo do Estado de reforma da Previdência Social
dos servidores públicos civis, defendendo a necessidade de se criarem
novos caminhos para uma previdência superavitária. Ressalta, porém, que
a proposta deve passar por correções, de maneira a não retirar direitos
dos servidores.",19,2020-06-24 14:00:00,
000001747,45315,DEPUTADA LAURA SERRANO,26165,2020-06-24 14:00:00,"Defende a proposta do governo do Estado de reforma da Previdência Social
dos servidores públicos civis. Ressalta pontos que considera positivos,
como o piso, a previsão de um teto de benefício igual ao do Regime Geral
da Previdência, com a possibilidade de aposentadoria complementar, e as
alíquotas. Comenta que a reforma apresentada é mais benéfica para o
servidor do que as reformas aprovadas em 15 outros estados do País.",19,2020-06-24 14:00:00,
000001748,45316,DEPUTADO SARGENTO RODRIGUES,9673,2020-06-24 14:00:00,"Critica a reforma da Previdência Social dos servidores públicos civis
proposta pelo governo do Estado, ressaltando que em sete pontos são
previstas alterações também para os militares. Destaca que a proposta
acaba com os principais direitos dos servidores, e que seria, na
verdade, uma grande reforma administrativa. Comenta que não é momento de
debater a reforma, neste momento de pandemia da Covid-19, em que a
Assembleia Legislativa adota modelo remoto de reuniões, não permitindo o
debate com a categoria.",19,2020-06-24 14:00:00,
000001749,45317,DEPUTADA CELISE LAVIOLA,2267,2020-06-24 14:00:00,"Informa que o Comitê de Orçamento e Finanças do Estado de Minas Gerais -
Cofin - aprovou a prorrogação da validade do Edital nº 7/2017, referente
ao concurso público para provimento dos cargos de carreira, de
especialistas em educação básica e de professores de educação básica.
Parabeniza a Assembleia Legislativa por reproduzir, por meio da TV
Assembleia, os programas do Se Liga na Educação, do ensino à distância
da rede estadual pública de educação.  Defende a reforma da Previdência
Social dos servidores públicos civis, ressaltando que não é opcional,
mas necessária, e que cabe à Comissão de Constituição e Justiça opinar
pela legalidade dos projetos. Comenta que os deputados estão aptos a
discutir e aperfeiçoar a medida, para que seja a mais branda possível
para os servidores.",19,2020-06-24 14:00:00,
000001750,45318,DEPUTADA ANA PAULA SIQUEIRA,19150,2020-06-24 14:00:00,"Presta solidariedade às famílias das vítimas da Covid-19. Manifesta
preocupação com o crescimento da doença no País, especialmente em Minas
Gerais, ressaltando que não há hospitais de campanha preparados para
atender uma emergência caso os números aumentem de forma muito brusca.
Critica a reforma da Previdência Social dos servidores públicos civis
proposta pelo governo do Estado, ressaltando que a reforma aborda temas
não previdenciários e retira direitos dos trabalhadores. Comenta que a
apresentação de uma matéria tão densa como essa, em um momento em que
não é possível haver participação popular devido à pandemia do
coronavírus, está sendo percebida como uma manobra do Estado.",19,2020-06-24 14:00:00,
