numDoc,controle,autor,dataPronunciamento,resumo,legislatura,dataSessao,matricula
000000115,46989,DEPUTADO CLEITINHO AZEVEDO,2021-10-28 10:00:00,"Declara posição favorável ao projeto de resolução que cria a
Procuradoria da Mulher no âmbito da Assembleia Legislativa do Estado de
Minas Gerais - ALMG. Elogia o presidente da Assembleia Legislativa,
deputado Agostinho Patrus, ao defendê-lo de declarações feitas pelo
prefeito Belo Horizonte, Alexandre Kalil.",19,2021-10-28 10:00:00,26101
000000116,46990,DEPUTADO JOÃO LEITE,2021-10-28 10:00:00,"Lamenta demissão do jogador de vôlei Maurício Souza, após declarações
sobre o anúncio da bissexualidade do novo Super-Homem.",19,2021-10-28 10:00:00,7766
000000117,46991,DEPUTADA BEATRIZ CERQUEIRA,2021-10-28 10:00:00,"Presta homenagem por ocasião do transcurso do Dia do Servidor Público.
Informa sobre seu trabalho em prol dessa categoria.",19,2021-10-28 10:00:00,26098
000000118,46992,DEPUTADO BARTÔ,2021-10-28 10:00:00,"Justifica voto contrário ao projeto de resolução que cria a Procuradoria
da Mulher no âmbito da Assembleia Legislativa do Estado de Minas Gerais
- ALMG. Lamenta demissão do jogador de vôlei Maurício Souza, após
declarações sobre o anúncio da bissexualidade do novo Super-Homem.",19,2021-10-28 10:00:00,26144
000000123,47080,DEPUTADO CORONEL SANDRO,2021-10-27 14:00:00,"Manifesta solidariedade ao jogador de vôlei Maurício Souza, por críticas
sofridas após declarações sobre o anúncio da bissexualidade do novo
Super-Homem.",19,2021-10-27 14:00:00,26163
000000124,47081,DEPUTADA BEATRIZ CERQUEIRA,2021-10-27 14:00:00,"Lê notícia do Mídia Ninja a respeito de declarações do jogador de vôlei
Maurício Souza sobre o anúncio da bissexualidade do novo Super-Homem.
Defende que homofobia, LGBTfobia e racismo não seriam questão de opinião
ou de liberdade de expressão, mas sim crimes.",19,2021-10-27 14:00:00,26098
000000125,47082,DEPUTADO DOUTOR JEAN FREIRE,2021-10-27 14:00:00,"Pesar pelo falecimento do Sr. Orlando Oliveira Miranda Júnior, o ""Júnior
Miranda"", representante comercial, liderança no Município de Nanuque.",19,2021-10-27 14:00:00,22581
000000126,47084,DEPUTADO DUARTE BECHIR,2021-10-27 14:00:00,"Denuncia que carro de som estaria circulando no Município de Campo Belo
questionando sua posição em relação ao projeto que dispõe sobre a
prestação de serviço fretado de transporte rodoviário intermunicipal e
metropolitano de pessoas. Critica a mensagem, que teria o objetivo de
corromper a opinião da população, ressaltando que não cederá à pressão.",19,2021-10-27 14:00:00,17919
000000145,46974,DEPUTADO DOUTOR JEAN FREIRE,2021-10-26 14:00:00,"Pesar pelo falecimento do Sr. Marcelo de Menezes Ramos, servidor da
Assembleia Legislativa, em decorrência da Covid-19.",19,2021-10-26 14:00:00,22581
000000146,46975,DEPUTADO VIRGÍLIO GUIMARÃES,2021-10-26 14:00:00,"Comenta a construção do rodoanel na Região Metropolitana de Belo
Horizonte, defendendo que deve ser agregada à obra a reparação de pontos
críticos no atual anel rodoviário da Capital. Solicita mudanças no
traçado do rodoanel nos Municípios de Betim e Contagem, para não
prejudicar o meio ambiente e evitar excessos.",19,2021-10-26 14:00:00,2698
000000147,46976,DEPUTADO CARLOS PIMENTA,2021-10-26 14:00:00,"Denuncia que o Instituto Nacional de Colonização e Reforma Agrária -
Incra - ordenou a abertura das comportas da Barragem da Caatinga, no
Município de Bocaiuva, sob alegação de que haveria problemas estruturais
e poderia vazar. Informa que várias famílias do assentamento Betinho
dependem da barragem, e foram proibidas de se manifestarem contra o
Incra. Manifesta pesar pelo falecimento de João Pimenta dos Santos, o
“Mestre Zanza”.",19,2021-10-26 14:00:00,7758
000000148,46977,DEPUTADO DOUTOR JEAN FREIRE,2021-10-26 14:00:00,"Elogia manifestações em defesa da ciência e da educação. Defende a
melhoria das condições de trabalho e dos salários dos profissionais de
saúde, em especial os da enfermagem, ressaltando que é preciso
reconhecer os condutores de ambulância do Serviço de Atendimento Móvel
de Urgência - Samu - como profissionais de saúde e valorizá-los.",19,2021-10-26 14:00:00,22581
000000127,46956,DEPUTADA LENINHA,2021-10-26 10:00:00,"Pesar pelo falecimento do Mestre Zanza, mestre da cultura e do folclore
do Município de Montes Claros.",19,2021-10-26 10:00:00,26153
000000128,46957,DEPUTADA ANA PAULA SIQUEIRA,2021-10-26 10:00:00,"Parabeniza a iniciativa do projeto de lei que cria a Procuradoria da
Mulher no âmbito da Assembleia Legislativa do Estado de Minas Gerais –
ALMG.",19,2021-10-26 10:00:00,19150
000000129,46958,DEPUTADO AGOSTINHO PATRUS,2021-10-26 10:00:00,Registra a presença do ex-deputado Nozinho.,19,2021-10-26 10:00:00,15245
000000130,46959,DEPUTADO CÁSSIO SOARES,2021-10-26 10:00:00,"Declara posição favorável à proposta de emenda à Constituição que
acrescenta a alínea “l” ao inciso I do art. 106 e o § 10 ao art. 118,
ambos da Constituição do Estado.",19,2021-10-26 10:00:00,18848
000000131,46960,DEPUTADO ANDRÉ QUINTÃO,2021-10-26 10:00:00,"Declara posição favorável à proposta de emenda à Constituição que
acrescenta a alínea “l” ao inciso I do art. 106 e o § 10 ao art. 118,
ambos da Constituição do Estado.",19,2021-10-26 10:00:00,12195
000000132,46961,DEPUTADO GUSTAVO VALADARES,2021-10-26 10:00:00,"Declara posição favorável à proposta de emenda à Constituição que
acrescenta a alínea “l” ao inciso I do art. 106 e o § 10 ao art. 118,
ambos da Constituição do Estado.",19,2021-10-26 10:00:00,12202
000000133,46962,DEPUTADO DOORGAL ANDRADA,2021-10-26 10:00:00,"Solicita apoio à proposta de emenda à Constituição que acrescenta a
alínea “l” ao inciso I do art. 106 e o § 10 ao art. 118, ambos da
Constituição do Estado.",19,2021-10-26 10:00:00,26151
000000134,46963,DEPUTADO AGOSTINHO PATRUS,2021-10-26 10:00:00,Registra a presença da ex-deputada Jô Moraes.,19,2021-10-26 10:00:00,15245
000000135,46964,DEPUTADO ALENCAR DA SILVEIRA JR.,2021-10-26 10:00:00,"Parabeniza o deputado Bruno Engler pelo projeto de lei que dispõe sobre
a incidência do Imposto sobre Operações Relativas à Circulação de
Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e
Intermunicipal e de Comunicação – ICMS – sobre a base de cálculo de
combustíveis e de lubrificantes no Estado e dá outras providências.",19,2021-10-26 10:00:00,7752
000000136,46965,DEPUTADO MARQUINHO LEMOS,2021-10-26 10:00:00,"Solicita apoio ao projeto de lei que institui o serviço de denúncia de
violência contra a mulher denominado “Chame a Frida”.",19,2021-10-26 10:00:00,4458
000000137,46966,DEPUTADO BARTÔ,2021-10-26 10:00:00,"Agradece ao presidente, deputado Agostinho Patrus, por colocar em pauta
projeto de lei de sua autoria que dispõe sobre o envio de informações à
Secretaria de Estado de Fazenda - SEF - sobre a realização de concursos
públicos pelos órgãos e pelas entidades da administração pública direta
ou indireta do Estado. Agradece a contribuição dos deputados ao projeto.",19,2021-10-26 10:00:00,26144
000000138,46967,DEPUTADO SARGENTO RODRIGUES,2021-10-26 10:00:00,"Comemora a anistia a 182 policiais militares que foram expulsos da
corporação por participarem do movimento grevista de 1997, concedida
pela aprovação de emenda de sua autoria à proposta de emenda à
Constituição que acrescenta a alínea ""l"" ao inciso I do art. 106 e o §
10 ao art. 118, ambos da Constituição do Estado.",19,2021-10-26 10:00:00,9673
000000139,46968,DEPUTADO ANTONIO CARLOS ARANTES,2021-10-26 10:00:00,"Comemora a grande presença de deputados em Plenário, após a vacinação da
maioria dos parlamentares contra a Covid-19. Agradece a aprovação, em 1º
turno, do projeto de lei de sua autoria que autoriza o Poder Executivo a
doar ao Município de Nepomuceno o imóvel que especifica (destinação:
implantação da sede do Centro de Atendimento Psicossocial – Caps).
Elogia a prefeita de Nepomuceno, Iza Menezes, por evento de valorização
do café.",19,2021-10-26 10:00:00,7327
000000140,46969,DEPUTADO ARLEN SANTIAGO,2021-10-26 10:00:00,"Elogia a aprovação de projetos da pauta. Elogia o trabalho do prefeito
de Salinas, Kinca, e informa sobre destinação de verbas para o
Município.",19,2021-10-26 10:00:00,9652
000000141,46970,DEPUTADO CARLOS PIMENTA,2021-10-26 10:00:00,"Agradece a aprovação, em 2º turno, do projeto de lei de sua autoria que
autoriza o Poder Executivo a doar ao Município de Montes Claros o imóvel
que especifica (destinação: construção de equipamentos de lazer.)",19,2021-10-26 10:00:00,7758
000000142,46971,DEPUTADO BRUNO ENGLER,2021-10-26 10:00:00,"Informa sobre a tramitação do projeto de lei de sua autoria que dispõe
sobre a incidência do Imposto sobre Operações Relativas à Circulação de
Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e
Intermunicipal e de Comunicação - ICMS - sobre a base de cálculo de
combustíveis e de lubrificantes no Estado e dá outras providências.",19,2021-10-26 10:00:00,26148
000000143,46972,DEPUTADO DALMO RIBEIRO SILVA,2021-10-26 10:00:00,"Comemora a anistia a 182 policiais militares que foram expulsos da
corporação por participarem do movimento grevista de 1997, concedida
pela aprovação de emenda do deputado Sargento Rodrigues à proposta de
emenda à Constituição que acrescenta a alínea ""l"" ao inciso I do art.
106 e o § 10 ao art. 118, ambos da Constituição do Estado.",19,2021-10-26 10:00:00,9655
000000144,46973,DEPUTADO FERNANDO PACHECO,2021-10-26 10:00:00,"Agradece a aprovação, em 2º turno, do projeto de lei de sua autoria que
confere ao Município de Cataguases o título de Capital Estadual da
Produção Audiovisual.",19,2021-10-26 10:00:00,26133
000000184,46945,DEPUTADA BEATRIZ CERQUEIRA,2021-10-21 20:00:00,"Presta homenagem pelo transcurso do 35º aniversário da Fundação de
Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,26098
000000185,46946,SANDRA REGINA GOULART ALMEIDA,2021-10-21 20:00:00,"Presta homenagem pelo transcurso do 35º aniversário da Fundação de
Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,
000000186,46947,ANDRÉA MARA MACEDO,2021-10-21 20:00:00,"Presta homenagem pelo transcurso do 35º aniversário da Fundação de
Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,
000000187,46948,STELLA FERREIRA GONTIJO,2021-10-21 20:00:00,"Presta homenagem pelo transcurso do 35º aniversário da Fundação de
Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,
000000188,46949,MAURO MARTINS TEIXEIRA,2021-10-21 20:00:00,"Presta homenagem pelo transcurso do 35º aniversário da Fundação de
Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,
000000189,46950,ROBERTO SENA ROCHA,2021-10-21 20:00:00,"Presta homenagem pelo transcurso do 35º aniversário da Fundação de
Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,
000000190,46951,DEPUTADA BEATRIZ CERQUEIRA,2021-10-21 20:00:00,"Registra a presença do subsecretário de Ciência, Tecnologia e Inovação
da Secretaria de Estado de Desenvolvimento Econômico, Felipe Attiê, e o
convida a se prenunciar por ocasião do transcurso do 35º aniversário da
Fundação de Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,26098
000000191,46952,FELIPE ATTIÊ,2021-10-21 20:00:00,"Presta homenagem pelo transcurso do 35º aniversário da Fundação de
Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,
000000192,46953,DEPUTADA BEATRIZ CERQUEIRA,2021-10-21 20:00:00,"Presta homenagem pelo transcurso do 35º aniversário da Fundação de
Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,26098
000000193,46954,PAULO SÉRGIO LACERDA BEIRÃO,2021-10-21 20:00:00,"Agradece a homenagem pelo transcurso do 35º aniversário da Fundação de
Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,
000000194,46955,DEPUTADA BEATRIZ CERQUEIRA,2021-10-21 20:00:00,"Lê mensagem do presidente da Assembleia Legislativa, deputado Agostinho
Patrus, por ocasião da homenagem pelo transcurso do 35º aniversário da
Fundação de Amparo à Pesquisa do Estado de Minas Gerais – Fapemig.",19,2021-10-21 20:00:00,26098
000000181,46942,DEPUTADO DOUTOR JEAN FREIRE,2021-10-21 14:00:00,"Lamenta os baixos salários dos motoristas do Serviço de Atendimento
Móvel de Urgência - Samu -, propondo audiência pública para tratar do
assunto.",19,2021-10-21 14:00:00,22581
000000182,46943,DEPUTADO LEANDRO GENARO,2021-10-21 14:00:00,"Comenta a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual. Critica a ideologia de gênero.",19,2021-10-21 14:00:00,10434
000000183,46944,DEPUTADO BRUNO ENGLER,2021-10-21 14:00:00,"Comemora a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 14:00:00,26148
000000149,46910,DEPUTADA BEATRIZ CERQUEIRA,2021-10-21 10:00:00,"Defende a derrubada do veto parcial à proposição de lei que dispõe sobre
as diretrizes para elaboração e execução da Lei Orçamentária para o
exercício de 2022.",19,2021-10-21 10:00:00,26098
000000150,46911,DEPUTADO GUSTAVO VALADARES,2021-10-21 10:00:00,"Defende a manutenção do veto parcial à proposição de lei que dispõe
sobre as diretrizes para elaboração e execução da Lei Orçamentária para
o exercício de 2022.",19,2021-10-21 10:00:00,12202
000000151,46912,DEPUTADO BARTÔ,2021-10-21 10:00:00,"Defende a manutenção do veto parcial à proposição de lei que dispõe
sobre as diretrizes para elaboração e execução da Lei Orçamentária para
o exercício de 2022.",19,2021-10-21 10:00:00,26144
000000152,46913,DEPUTADO HELY TARQÜÍNIO,2021-10-21 10:00:00,"Defende a derrubada do veto parcial à proposição de lei que dispõe sobre
as diretrizes para elaboração e execução da Lei Orçamentária para o
exercício de 2022. Defende a derrubada do veto total à proposição de lei
que altera a lei que dispõe sobre o Programa de Descentralização da
Execução de Serviços para as Entidades do Terceiro Setor e dá outras
providências, e a lei que estabelece normas para contratação por tempo
determinado para atender a necessidade temporária de excepcional
interesse público.",19,2021-10-21 10:00:00,5905
000000153,46914,DEPUTADO PROFESSOR CLEITON,2021-10-21 10:00:00,"Defende a derrubada do veto parcial à proposição de lei que dispõe sobre
as diretrizes para elaboração e execução da Lei Orçamentária para o
exercício de 2022. Defende a derrubada do veto total à proposição de lei
que altera a lei que dispõe sobre o Programa de Descentralização da
Execução de Serviços para as Entidades do Terceiro Setor e dá outras
providências, e a lei que estabelece normas para contratação por tempo
determinado para atender a necessidade temporária de excepcional
interesse público.",19,2021-10-21 10:00:00,26119
000000154,46915,DEPUTADO MÁRIO HENRIQUE CAIXA,2021-10-21 10:00:00,"Declara voto favorável ao veto parcial à proposição de lei que dispõe
sobre as diretrizes para elaboração e execução da Lei Orçamentária para
o exercício de 2022.",19,2021-10-21 10:00:00,21125
000000155,46916,DEPUTADO BRUNO ENGLER,2021-10-21 10:00:00,"Declara voto favorável ao veto parcial à proposição de lei que dispõe
sobre as diretrizes para elaboração e execução da Lei Orçamentária para
o exercício de 2022.",19,2021-10-21 10:00:00,26148
000000156,46917,DEPUTADA BEATRIZ CERQUEIRA,2021-10-21 10:00:00,"Defende a derrubada do veto total à proposição de lei que altera a lei
que dispõe sobre o Programa de Descentralização da Execução de Serviços
para as Entidades do Terceiro Setor e dá outras providências, e a lei
que estabelece normas para contratação por tempo determinado para
atender a necessidade temporária de excepcional interesse público.",19,2021-10-21 10:00:00,26098
000000157,46918,DEPUTADO GUSTAVO VALADARES,2021-10-21 10:00:00,"Defende a manutenção do veto total à proposição de lei que altera a lei
que dispõe sobre o Programa de Descentralização da Execução de Serviços
para as Entidades do Terceiro Setor e dá outras providências, e a lei
que estabelece normas para contratação por tempo determinado para
atender a necessidade temporária de excepcional interesse público.",19,2021-10-21 10:00:00,12202
000000158,46919,DEPUTADO BARTÔ,2021-10-21 10:00:00,"Defende a manutenção do veto total à proposição de lei que altera a lei
que dispõe sobre o Programa de Descentralização da Execução de Serviços
para as Entidades do Terceiro Setor e dá outras providências, e a lei
que estabelece normas para contratação por tempo determinado para
atender a necessidade temporária de excepcional interesse público.",19,2021-10-21 10:00:00,26144
000000159,46920,DEPUTADO BETÃO,2021-10-21 10:00:00,"Defende a derrubada do veto total à proposição de lei que altera a lei
que dispõe sobre o Programa de Descentralização da Execução de Serviços
para as Entidades do Terceiro Setor e dá outras providências, e a lei
que estabelece normas para contratação por tempo determinado para
atender a necessidade temporária de excepcional interesse público.",19,2021-10-21 10:00:00,26145
000000160,46921,DEPUTADO SARGENTO RODRIGUES,2021-10-21 10:00:00,"Defende a derrubada do veto total à proposição de lei que altera a lei
que dispõe sobre o Programa de Descentralização da Execução de Serviços
para as Entidades do Terceiro Setor e dá outras providências, e a lei
que estabelece normas para contratação por tempo determinado para
atender a necessidade temporária de excepcional interesse público.",19,2021-10-21 10:00:00,9673
000000161,46922,DEPUTADO ELISMAR PRADO,2021-10-21 10:00:00,"Defende a derrubada do veto parcial à proposição de lei que altera a lei
que disciplina o ""marketing"" direto ativo e cria lista pública de
consumidores para o fim que menciona.",19,2021-10-21 10:00:00,18852
000000162,46923,DEPUTADO BRUNO ENGLER,2021-10-21 10:00:00,"Defende a manutenção do veto parcial à proposição de lei que altera a
lei que disciplina o ""marketing"" direto ativo e cria lista pública de
consumidores para o fim que menciona.",19,2021-10-21 10:00:00,26148
000000163,46924,DEPUTADO CRISTIANO SILVEIRA,2021-10-21 10:00:00,"Declara voto contrário ao veto parcial à proposição de lei que altera a
lei que disciplina o ""marketing"" direto ativo e cria lista pública de
consumidores para o fim que menciona.",19,2021-10-21 10:00:00,22523
000000164,46925,DEPUTADO BARTÔ,2021-10-21 10:00:00,"Declara voto favorável ao veto parcial à proposição de lei que altera a
lei que disciplina o ""marketing"" direto ativo e cria lista pública de
consumidores para o fim que menciona.",19,2021-10-21 10:00:00,26144
000000165,46926,DEPUTADA ROSÂNGELA REIS,2021-10-21 10:00:00,"Defende a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,15260
000000166,46927,DEPUTADO DUARTE BECHIR,2021-10-21 10:00:00,"Defende a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,17919
000000167,46928,DEPUTADO CLEITINHO AZEVEDO,2021-10-21 10:00:00,"Defende a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,26101
000000168,46929,DEPUTADO DELEGADO HELI GRILO,2021-10-21 10:00:00,"Defende a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,26150
000000169,46930,DEPUTADA LENINHA,2021-10-21 10:00:00,"Defende a derrubada do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,26153
000000170,46931,DEPUTADO BARTÔ,2021-10-21 10:00:00,"Defende a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,26144
000000171,46932,DEPUTADO JOÃO VÍTOR XAVIER,2021-10-21 10:00:00,"Defende a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,18858
000000172,46933,DEPUTADA BEATRIZ CERQUEIRA,2021-10-21 10:00:00,"Defende a derrubada do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,26098
000000173,46934,DEPUTADO CRISTIANO SILVEIRA,2021-10-21 10:00:00,"Defende a derrubada do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,22523
000000174,46935,DEPUTADO DOUTOR JEAN FREIRE,2021-10-21 10:00:00,"Lamenta que alguns deputados tenham mudado de opinião, por pressão da
opinião pública, quanto ao projeto de lei que altera a lei que determina
a imposição de sanções a pessoa jurídica por ato discriminatório
praticado contra pessoa em virtude de sua orientação sexual.",19,2021-10-21 10:00:00,22581
000000175,46936,DEPUTADO BRUNO ENGLER,2021-10-21 10:00:00,"Defende a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,26148
000000176,46937,DEPUTADO ANDRÉ QUINTÃO,2021-10-21 10:00:00,"Defende a derrubada do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,12195
000000177,46938,DEPUTADO JOÃO LEITE,2021-10-21 10:00:00,"Defende a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,7766
000000178,46939,DEPUTADO CARLOS HENRIQUE,2021-10-21 10:00:00,"Defende a manutenção do veto ao projeto de lei que altera a lei que
determina a imposição de sanções a pessoa jurídica por ato
discriminatório praticado contra pessoa em virtude de sua orientação
sexual.",19,2021-10-21 10:00:00,10002
000000179,46940,DEPUTADO JOÃO VÍTOR XAVIER,2021-10-21 10:00:00,"Solicita seja cumprida deliberação da Mesa da Assembleia Legislativa
para que não sejam feitos vídeos no Plenário.",19,2021-10-21 10:00:00,18858
000000180,46941,DEPUTADO DUARTE BECHIR,2021-10-21 10:00:00,"Denuncia que estaria sendo alvo de campanha difamatória por parte da
empresa Buser.",19,2021-10-21 10:00:00,17919
