numDoc,controle,autor,dataPronunciamento,resumo,legislatura,dataSessao,matricula
000003434,43627,DEPUTADO ANTONIO CARLOS ARANTES,2019-10-02 14:00:00,"Registra a presença do Parlamento Jovem da Câmara Municipal de São José
da Varginha.",19,2019-10-02 14:00:00,7327
000003435,43628,DEPUTADO MARQUINHO LEMOS,2019-10-02 14:00:00,"Informa prazo para as prefeituras se habilitarem para receber recursos
relativos a repasses da Companhia de Saneamento de Minas Gerais - Copasa
- e da Copasa Serviços de Saneamento Integrado do Norte e Nordeste de
Minas Gerais S/A - Copanor - para os fundos municipais de saneamento.
Convida para homenagem aos seis estudantes do Município de Minas Novas
que representaram o Brasil na Olimpíada de Matemática, em Taiwan.",19,2019-10-02 14:00:00,4458
000003436,43629,DEPUTADO CRISTIANO SILVEIRA,2019-10-02 14:00:00,"Comenta a aprovação do projeto de lei que altera o art. 2º da lei que
estabelece diretrizes para a formulação da Política Estadual
Habitacional de Interesse Social - Pehis. Parabeniza a Polícia Civil de
Minas Gerais - PCMG - pela conclusão do inquérito que apontou diversos
crimes cometidos pelos administradores de um abrigo para idosos e
pessoas com deficiência, no Município de Santa Luzia. Comenta a
aprovação do relatório da reforma da Previdência na Comissão de
Constituição e Justiça no Senado, lamentando que o texto aprovado
prejudicará os idosos. Comenta o contingenciamento de recursos na saúde
e na educação feitos pelo governador Romeu Zema. Convida para audiência
pública em que será discutida a proposta de privatização de estatais,
manifestando posição contrária à privatização da Companhia Energética de
Minas Gerais - Cemig.",19,2019-10-02 14:00:00,22523
000003437,43630,DEPUTADO ULYSSES GOMES,2019-10-02 14:00:00,"Informa que o Bloco Democracia e Luta apresentará denúncias contra o
governo do Estado ao Ministério Público do Estado de Minas Gerais -
MPMG. Uma das representações se refere ao fato de um ex-candidato do
Partido Novo, Rodrigo Paiva, estar ocupando a presidência da Companhia
de Tecnologia da Informação do Estado de Minas Gerais - Prodemge -, o
que seria uma violação do prazo de impedimento definido pela legislação.
Outra representação é relativa à cessão onerosa do Palácio das
Mangabeiras, por 42 meses, à empresa Multicult, que promove o evento
CasaCor. Convida para audiência pública da Comissão de Minas e Energia,
com a presença do presidente e do relator da CPI que investiga a
precariedade do serviço e o aumento de tarifas ocorrido após a
privatização da empresa de energia do Estado de Goiás.",19,2019-10-02 14:00:00,18867
000003438,43631,DEPUTADO DOUTOR JEAN FREIRE,2019-10-02 14:00:00,"Defende a aprovação do projeto de lei que dispõe sobre a publicação na
internet da lista de espera dos pacientes que serão submetidos a
cirurgias eletivas realizadas com recursos do Sistema Único de Saúde -
SUS - e dá outras providências.",19,2019-10-02 14:00:00,22581
000003439,43660,DEPUTADO SARGENTO RODRIGUES,2019-10-02 10:00:00,"Comenta que o procurador-geral de Justiça e o Ministério Público do
Estado de Minas Gerais não responderam a requerimentos da Comissão
Parlamentar de Inquérito - CPI - de Brumadinho.",19,2019-10-02 10:00:00,9673
000003440,43661,DEPUTADO HELY TARQÜÍNIO,2019-10-02 10:00:00,"Declara voto contrário às Emendas nºs 1 e 2 ao projeto de lei que
modifica a lei  que altera o Quadro de Pessoal dos Serviços Auxiliares
do Ministério Público e dá outras providências.",19,2019-10-02 10:00:00,5905
000003441,43662,DEPUTADO CRISTIANO SILVEIRA,2019-10-02 10:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que altera
a lei que dispõe sobre a proibição do uso de pipas com linha cortante em
áreas públicas e comuns e dá outras providências.",19,2019-10-02 10:00:00,22523
000003442,43663,DEPUTADO CARLOS HENRIQUE,2019-10-02 10:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que altera
a lei que dispõe sobre a proibição do uso de pipas com linha cortante em
áreas públicas e comuns e dá outras providências.",19,2019-10-02 10:00:00,10002
000003443,43665,DEPUTADO ULYSSES GOMES,2019-10-02 10:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que
institui a Política Estadual de Prevenção Social à Criminalidade.",19,2019-10-02 10:00:00,18867
000003444,43664,DEPUTADO DOUTOR WILSON BATISTA,2019-10-02 10:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que
institui a Política Estadual de Prevenção Social à Criminalidade.",19,2019-10-02 10:00:00,18850
000003445,43666,DEPUTADO ALENCAR DA SILVEIRA JR.,2019-10-02 10:00:00,"Defende o projeto de lei que dispõe sobre a proibição de empresas
condenadas em processos criminais de participar de licitações ou
celebrar contratos administrativos referentes a obras, serviços,
compras, alienações e locações.",19,2019-10-02 10:00:00,7752
000003446,43667,DEPUTADO ALENCAR DA SILVEIRA JR.,2019-10-02 10:00:00,"Declara voto favorável à Emenda nº 1 ao projeto de lei que autoriza o
Poder Executivo a doar ao Município de Arcos o imóvel que especifica
(destinação: sediar reuniões e eventos comunitários e atividades
esportivas, de lazer e de amparo à saúde).",19,2019-10-02 10:00:00,7752
000003447,43668,DEPUTADO ZÉ REIS,2019-10-02 10:00:00,"Declara voto favorável à Emenda nº 1 ao projeto de lei que autoriza o
Poder Executivo a doar ao Município de Arcos o imóvel que especifica
(destinação: sediar reuniões e eventos comunitários e atividades
esportivas, de lazer e de amparo à saúde).",19,2019-10-02 10:00:00,26139
000003448,43669,DEPUTADO ANTONIO CARLOS ARANTES,2019-10-02 10:00:00,"Declara voto favorável ao projeto de lei que altera o art. 2° da lei que
estabelece diretrizes para a formulação da Política Estadual
Habitacional de Interesse Social – Pehis.",19,2019-10-02 10:00:00,7327
000003449,43670,DEPUTADO CARLOS HENRIQUE,2019-10-02 10:00:00,"Declara voto favorável ao projeto de lei que altera o art. 2° da lei que
estabelece diretrizes para a formulação da Política Estadual
Habitacional de Interesse Social – Pehis.",19,2019-10-02 10:00:00,10002
000003450,43671,DEPUTADO BARTÔ,2019-10-02 10:00:00,"Declara voto favorável ao projeto de lei que altera o art. 2° da lei que
estabelece diretrizes para a formulação da Política Estadual
Habitacional de Interesse Social – Pehis.",19,2019-10-02 10:00:00,26144
000003451,43672,DEPUTADO ALENCAR DA SILVEIRA JR.,2019-10-02 10:00:00,"Declara voto favorável ao Substitutivo nº 1 ao projeto de lei que torna
obrigatória a afixação de placa ou cartaz nos cartórios de registro do
Estado informando sobre os atos de sua competência sujeitos a
gratuidade.",19,2019-10-02 10:00:00,7752
000003452,43673,DEPUTADO CLEITINHO AZEVEDO,2019-10-02 10:00:00,"Apresenta esclarecimentos sobre o projeto de lei que obriga hotéis e
demais meios de hospedagem a comunicarem ao cliente, no ato da reserva,
os preços das diárias, serviços inclusos e taxas adicionais relacionadas
aos serviços e produtos oferecidos.",19,2019-10-02 10:00:00,26101
000003453,43674,DEPUTADO ROBERTO ANDRADE,2019-10-02 10:00:00,"Declara voto favorável à Emenda nº 1 ao projeto de lei que reconhece
como de relevante interesse cultural do Estado a Rádio Inconfidência AM,
bem como sua programação.",19,2019-10-02 10:00:00,22607
000003454,43675,DEPUTADA BEATRIZ CERQUEIRA,2019-10-02 10:00:00,"Informa que haverá esforço para que as demandas trazidas pelos
sindicatos sejam atendidas no momento da votação do 2º turno do projeto
de lei que unifica os Quadros de Pessoal das Justiças de Primeira e
Segunda Instâncias do Estado de Minas Gerais e dá outras providências.",19,2019-10-02 10:00:00,26098
000003455,43676,DEPUTADO ALENCAR DA SILVEIRA JR.,2019-10-02 10:00:00,"Convida para reunião da Comissão de Minas e Energia em que será debatida
a realidade das privatizações das companhias de energia em outros
estados. Informa que apresentou emenda a projeto do deputado João
Magalhães, para que o Estado faça uma permuta e passe a proprietários de
terrenos invadidos terrenos que compensarão a invasão.",19,2019-10-02 10:00:00,7752
000003456,43677,DEPUTADA MARÍLIA CAMPOS,2019-10-02 10:00:00,"Agradece o apoio ao projeto de lei que institui a Política Estadual de
Prevenção Social à Criminalidade.",19,2019-10-02 10:00:00,12213
000003457,43678,DEPUTADO ANTONIO CARLOS ARANTES,2019-10-02 10:00:00,"Comemora a aprovação do projeto de lei que autoriza o Poder Executivo a
doar ao Município de Arcos o imóvel que especifica (destinação: sediar
reuniões e eventos comunitários e atividades esportivas, de lazer e de
amparo à saúde).",19,2019-10-02 10:00:00,7327
000003458,43679,DEPUTADO DOUTOR WILSON BATISTA,2019-10-02 10:00:00,"Agradece a aprovação do projeto de lei que assegura às mulheres com
elevado risco de desenvolver câncer de mama o acesso ao teste de
mapeamento genético pelo Sistema Único de Saúde - SUS - no âmbito do
Estado.",19,2019-10-02 10:00:00,18850
000003459,43615,DEPUTADO ANTONIO CARLOS ARANTES,2019-10-01 14:00:00,"Registra a presença de alunos do curso de direito da Rede de Ensino
Doctum, do Município de Caratinga, e também do Sr. Pedro Leitão.",19,2019-10-01 14:00:00,7327
000003460,43616,DEPUTADO DUARTE BECHIR,2019-10-01 14:00:00,"Informa sobre audiência pública que será realizada na Comissão de Defesa
dos Direitos da Pessoa com Deficiência para debater experiências
exitosas em escolas especiais do Estado. Solicita ao governo de Minas
mais atenção a essas escolas.",19,2019-10-01 14:00:00,17919
000003461,43617,DEPUTADA MARÍLIA CAMPOS,2019-10-01 14:00:00,"Elogia a retomada das obras do Córrego Ferrugem, afluente do Ribeirão
Arruda, e apresenta reivindicação de que seja reajustada a bolsa-moradia
para os moradores afetados por essa obra.",19,2019-10-01 14:00:00,12213
000003462,43618,DEPUTADO BARTÔ,2019-10-01 14:00:00,"Defende atitude de menina de 12 anos que atirou em homem que entrou em
sua casa sem autorização.",19,2019-10-01 14:00:00,26144
000003463,43619,DEPUTADO CORONEL HENRIQUE,2019-10-01 14:00:00,"Agradece à Secretaria de Estado de Saúde por destinar reserva
emergencial  ao Município de Sabinópolis, especificamente o Hospital São
Sebastião, em virtude de um surto tóxico de infecção alimentar. Presta
homenagem ao Município de Visconde do Rio Branco pelo aniversário da
cidade.",19,2019-10-01 14:00:00,26149
000003464,43620,DEPUTADO ALENCAR DA SILVEIRA JR.,2019-10-01 14:00:00,"Manifesta posição contrária à privatização da Companhia Energética de
Minas Gerais - Cemig -, ressaltando que outros estados que privatizaram
as companhias de energia estão passando por problemas, como aumento de
tarifas. Critica vagas para mulheres no estacionamento do aeroporto de
Confins.",19,2019-10-01 14:00:00,7752
000003465,43621,DEPUTADO CLEITINHO AZEVEDO,2019-10-01 14:00:00,"Agradece à Secretaria de Estado de Educação - SEE - a implantação do
programa Mãos à Obra. Elogia o diretor da Agência Reguladora de Serviços
de Abastecimento de Água e de Esgotamento Sanitário do Estado de Minas
Gerais - Arsae-MG - Antônio Claret, pelo trabalho que vem realizando.",19,2019-10-01 14:00:00,26101
000003466,43622,DEPUTADO ELISMAR PRADO,2019-10-01 14:00:00,"Manifesta preocupação com a intenção do governo do Estado de privatizar
empresas importantes como Companhia Energética de Minas Gerais - Cemig -
e Companhia de Saneamento de Minas Gerais - Copasa -, ressaltando que o
governo quer tirar o instrumento de participação popular previsto na
legislação, para evitar que a sociedade opine sobre o assunto.",19,2019-10-01 14:00:00,18852
000003467,43623,DEPUTADO RAUL BELÉM,2019-10-01 14:00:00,"Defende a instalação da LD Celulose nos Municípios de Araguari e
Indianápolis, ressaltando que a empresa já tem Licença Prévia e Licença
de Instalação, obtidas depois de um rigoroso processo junto aos órgãos
ambientais.",19,2019-10-01 14:00:00,26114
000003468,43613,MARCELO LIGERE,2019-09-30 20:00:00,"Agradece, na condição de homenageado, o título de Cidadão Honorário do
Estado de Minas Gerais.",19,2019-09-30 20:00:00,
000003469,43614,DEPUTADO AGOSTINHO PATRUS,2019-09-30 20:00:00,"Entrega do Título de Cidadão Honorário do Estado de Minas Gerais ao Sr.
Marcelo Ligere, diretor regional da Globo em Minas.",19,2019-09-30 20:00:00,15245
000003470,43602,DEPUTADO ZÉ GUILHERME,2019-09-27 14:00:00,"Homenagem às entidades que representam os surdos por ocasião do
transcurso do Dia Mundial da Língua de Sinais e pelo Dia Nacional do
Surdo.",19,2019-09-27 14:00:00,26105
000003471,43603,RITA DE CASTRO ENGLER,2019-09-27 14:00:00,"Homenagem às entidades que representam os surdos por ocasião do
transcurso do Dia Mundial da Língua de Sinais e pelo Dia Nacional do
Surdo.",19,2019-09-27 14:00:00,
000003472,43604,DEPUTADO PROFESSOR IRINEU,2019-09-27 14:00:00,"Homenagem às entidades que representam os surdos por ocasião do
transcurso do Dia Mundial da Língua de Sinais e pelo Dia Nacional do
Surdo.",19,2019-09-27 14:00:00,26137
000003473,43605,DEPUTADO ZÉ GUILHERME,2019-09-27 14:00:00,"Homenagem às entidades que representam os surdos por ocasião do
transcurso do Dia Mundial da Língua de Sinais e pelo Dia Nacional do
Surdo.",19,2019-09-27 14:00:00,26105
000003474,43606,MARCELO ARO,2019-09-27 14:00:00,"Homenagem às entidades que representam os surdos por ocasião do
transcurso do Dia Mundial da Língua de Sinais e pelo Dia Nacional do
Surdo.",19,2019-09-27 14:00:00,
000003475,43607,DIANA SAZANO DE SOUZA KYOSEN,2019-09-27 14:00:00,"Homenagem às entidades que representam os surdos por ocasião do
transcurso do Dia Mundial da Língua de Sinais e pelo Dia Nacional do
Surdo.",19,2019-09-27 14:00:00,
000003476,43608,LAÍS CRISTIANE MONTEIRO DRUMOND,2019-09-27 14:00:00,"Homenagem às entidades que representam os surdos por ocasião do
transcurso do Dia Mundial da Língua de Sinais e pelo Dia Nacional do
Surdo.",19,2019-09-27 14:00:00,
000003477,43609,LUIS RENATO BRAGA AREAS PINHEIRO,2019-09-27 14:00:00,"Homenagem às entidades que representam os surdos por ocasião do
transcurso do Dia Mundial da Língua de Sinais e pelo Dia Nacional do
Surdo.",19,2019-09-27 14:00:00,
000003478,43610,DEPUTADO ZÉ GUILHERME,2019-09-27 14:00:00,"Lê mensagem do presidente da Assembleia de Minas, deputado Agostinho
Patrus, na homenagem às entidades que representam os surdos por ocasião
do transcurso do Dia Mundial da Língua de Sinais e pelo Dia Nacional do
Surdo.",19,2019-09-27 14:00:00,26105
000003479,43611,LUCIMEIRE GUIMARÃES,2019-09-27 14:00:00,"Solicita aplausos para os alunos da Escola Estadual Francisco Sales pela
apresentação da peça “Barco dos sentimentos”, na homenagem às entidades
que representam os surdos por ocasião do transcurso do Dia Mundial da
Língua de Sinais e pelo Dia Nacional do Surdo.",19,2019-09-27 14:00:00,
000003480,43612,DEPUTADO ZÉ GUILHERME,2019-09-27 14:00:00,"Informa que haverá um jogo do Campeonato Brasileiro no Estádio
Independência em que crianças surdas entrarão junto com os times de
futebol, ressaltando a importância de ações desse tipo para dar-lhes
visibilidade.",19,2019-09-27 14:00:00,26105
000003481,43591,DEPUTADO SARGENTO RODRIGUES,2019-09-26 14:00:00,"Elogia a Polícia Militar do Estado de Minas Gerais - PMMG - por
antecipar a ação de uma quadrilha na Região Norte no Estado.",19,2019-09-26 14:00:00,9673
000003482,43592,DEPUTADO TADEU MARTINS LEITE,2019-09-26 14:00:00,"Registra a presença de alunos do 8º ano da Escola Estadual Coronel
Francisco Rolla, do Município de São Domingos do Prata.",19,2019-09-26 14:00:00,18860
000003483,43593,DEPUTADO MAURO TRAMONTE,2019-09-26 14:00:00,"Informa que está aberto, até o dia 30 de setembro, o cadastramento
obrigatório de usuários de recursos hídricos para aqueles que possuem
barragens de acumulação de água com altura inferior a 15m ou volume
inferior a 3.000.000m3, localizadas em áreas urbanas.",19,2019-09-26 14:00:00,26111
000003484,43594,DEPUTADO SARGENTO RODRIGUES,2019-09-26 14:00:00,"Elogia a Polícia Militar do Estado de Minas Gerais - PMMG - por
antecipar a ação de uma quadrilha na Região Norte no Estado. Informa que
despachou vários requerimentos aprovados pela Comissão de Segurança
Pública com o comandante-geral da PMMG relativos ao pessoal militar.
Solicita apoio dos deputados para projeto de sua autoria que ajusta os
critérios de promoção nas carreiras dos militares do Estado.",19,2019-09-26 14:00:00,9673
000003485,43595,DEPUTADO SARGENTO RODRIGUES,2019-09-26 14:00:00,"Solicita ao presidente da Assembleia Legislativa que os deputados que
não estejam vestidos conforme determina o Regimento Interno sejam
advertidos para que permaneçam na sessão, de forma a obedecerem ao
regimento.",19,2019-09-26 14:00:00,9673
000003486,43596,DEPUTADO CARLOS PIMENTA,2019-09-26 14:00:00,"Elogia a Polícia Militar do Estado de Minas Gerais - PMMG - por
antecipar a ação de quadrilhas no Estado e a atuação do deputado
Sargento Rodrigues em relação à PMMG. Comenta o grande número de
reclamações relativas às empresas de telefonia celular e informa que
tratará da questão na Comissão de Defesa do Consumidor e do
Contribuinte.",19,2019-09-26 14:00:00,7758
000003487,43597,DEPUTADO CLEITINHO AZEVEDO,2019-09-26 14:00:00,"Defende pena de morte, ao comentar o assassinato de Mariana Bazza, de 19
anos, no Município de Bariri (SP). Critica o serviço prestado pela
Companhia de Saneamento de Minas Gerais - Copasa -, informando receber
constantes reclamações da população do Município de Divinópolis e de
outros municípios, que sofrem com a falta d’água.",19,2019-09-26 14:00:00,26101
000003488,43598,DEPUTADO BRUNO ENGLER,2019-09-26 14:00:00,"Elogia a Polícia Militar do Estado de Minas Gerais - PMMG - por
antecipar a ação de uma quadrilha no Município de Salinas. Defende um
""endurecimento"" do Código Penal, ao comentar o assassinato de Mariana
Bazza, de 19 anos, no Município de Bariri (SP). Manifesta repúdio aos
parlamentares federais que votaram para derrubar os vetos do presidente
Jair Bolsonaro ao projeto de abuso de autoridade.",19,2019-09-26 14:00:00,26148
000003489,43599,DEPUTADO DOUTOR JEAN FREIRE,2019-09-26 14:00:00,"Critica o serviço prestado pela Companhia de Saneamento de Minas Gerais
- Copasa - em diversos municípios do Vale do Jequitinhonha. Defende a
aprovação do projeto de lei que proíbe a Copasa de cobrar taxa de
tratamento de esgoto se esse serviço for interrompido.",19,2019-09-26 14:00:00,22581
000003490,43600,DEPUTADO DOUTOR JEAN FREIRE,2019-09-26 14:00:00,"Critica o serviço prestado pela Companhia de Saneamento de Minas Gerais
- Copasa - no Município de Tinga. Homenagem pelo 148º aniversário do
Município de Araçuaí.",19,2019-09-26 14:00:00,22581
