numDoc,controle,autor,matricula,dataPronunciamento,resumo,legislatura,dataSessao,evento
000003524,43646,DEPUTADO TADEU MARTINS LEITE,18860,2019-09-20 10:00:00,"Lê mensagem do presidente da Assembleia, deputado Agostinho Patrus, por
ocasião da Plenária Final do Parlamento Jovem de Minas 2019.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003525,43647,DEPUTADO PROFESSOR IRINEU,26137,2019-09-20 10:00:00,Saúda os presentes e comenta a importância do evento.,19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003526,43648,RAMON DOS SANTOS RODRIGUES DUQUE,,2019-09-20 10:00:00,Presta esclarecimentos sobre a dinâmica dos trabalhos.,19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003527,43649,BRUNA BÁRBARA CUSTÓDIO,,2019-09-20 10:00:00,"Relata o processo de discussão do subtema 1: ""Desigualdades
socioeconômicas”.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003528,43650,SARA ISABELLE OLYMPIO SOARES,,2019-09-20 10:00:00,"Relata o processo de discussão do subtema 2: “Violências por motivo
étnico-racial”.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003529,43651,MARIA EDUARDA FERREIRA SILVA,,2019-09-20 10:00:00,"Relata o processo de discussão do subtema 3: “Direito às identidades e à
diversidade cultural”.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003530,43652,RAMON DOS SANTOS RODRIGUES DUQUE,,2019-09-20 10:00:00,Presta esclarecimentos sobre a dinâmica dos trabalhos.,19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003531,43653,RAMON DOS SANTOS RODRIGUES DUQUE,,2019-09-20 10:00:00,"Presta esclarecimentos sobre a Leitura das Propostas e Levantamento dos
Destaques. Discussão dos destaques do Subtema 1: “Desigualdades
socioeconômicas”.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003532,43654,REBECA RODRIGUES RAMOS,,2019-09-20 10:00:00,"Discussão dos destaques do Subtema 2: “Violência por motivo étnico-
racial”.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003533,43655,CARLOS VINÍCIUS SANTOS DA SILVA,,2019-09-20 10:00:00,"Discussão dos destaques do Subtema 3: “Direito às identidades e à
diversidade cultural”.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003534,43656,BRUNA BÁRBARA CUSTÓDIO,,2019-09-20 10:00:00,"Discussão e votação de recursos à Plenária - Subtema 1: “Desigualdades
socioeconômicas”.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003535,43657,REBECA RODRIGUES RAMOS,,2019-09-20 10:00:00,"Discussão e votação de recursos à Plenária - Subtema  2: “Violência por
motivo étnico-racial”.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003536,43658,CARLOS VINÍCIUS SANTOS DA SILVA,,2019-09-20 10:00:00,"Discussão e votação de recursos à Plenária - Subtema  3: “Direito às
identidades e à diversidade cultural”. Entrega do documento final.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003537,43659,DEPUTADO ANDRÉ QUINTÃO,12195,2019-09-20 10:00:00,"Convida a Sra. Ruth Schimtz, gerente-geral da Escola do Legislativo,
para receber o relatório final do Parlamento Jovem 2019. Registra a
presença do deputado Bruno Engler.",19,2019-09-20 10:00:00,"Parlamento Jovem de Minas 2019 - 16ª edição - Tema: Discriminação Étnico-
Racial"
000003538,43560,DEPUTADO ANTONIO CARLOS ARANTES,7327,2019-09-19 20:00:00,"Homenagem aos parlamentares da 11ª Legislatura (1987-1991) pelo
transcurso do 30º aniversário da promulgação da Constituição do Estado
de Minas Gerais.",19,2019-09-19 20:00:00,
000003539,43561,BONIFÁCIO MOURÃO,,2019-09-19 20:00:00,"Homenagem aos parlamentares da 11ª Legislatura (1987-1991) pelo
transcurso do 30º aniversário da promulgação da Constituição do Estado
de Minas Gerais.",19,2019-09-19 20:00:00,
000003540,43562,ROMEU QUEIROZ,,2019-09-19 20:00:00,"Homenagem aos parlamentares da 11ª Legislatura (1987-1991) pelo
transcurso do 30º aniversário da promulgação da Constituição do Estado
de Minas Gerais.",19,2019-09-19 20:00:00,
000003541,43563,NELSON MISSIAS DE MORAIS,,2019-09-19 20:00:00,"Homenagem aos parlamentares da 11ª Legislatura (1987-1991) pelo
transcurso do 30º aniversário da promulgação da Constituição do Estado
de Minas Gerais.",19,2019-09-19 20:00:00,
000003542,43564,ROMEU ZEMA,,2019-09-19 20:00:00,"Homenagem aos parlamentares da 11ª Legislatura (1987-1991) pelo
transcurso do 30º aniversário da promulgação da Constituição do Estado
de Minas Gerais.",19,2019-09-19 20:00:00,
000003543,43565,DEPUTADO AGOSTINHO PATRUS,15245,2019-09-19 20:00:00,"Homenagem aos parlamentares da 11ª Legislatura (1987-1991) pelo
transcurso do 30º aniversário da promulgação da Constituição do Estado
de Minas Gerais.",19,2019-09-19 20:00:00,
000003544,43551,DEPUTADO BOSCO,18857,2019-09-18 14:00:00,"Elogia a 1ª Feira Agro Noroeste, feira do agronegócio realizada no
Município de João Pinheiro, em que foram discutidos os principais
problemas do setor na região. Comenta as queimadas no Estado e defende
que as áreas nas proximidades das rodovias que pertencem ao Departamento
Estadual de Edificações e Estradas de Rodagem - DEER - sejam concedidas
para o uso de produtores rurais, que poderiam ser parceiros na prevenção
de queimadas.",19,2019-09-18 14:00:00,
000003545,43552,DEPUTADO CORONEL SANDRO,26163,2019-09-18 14:00:00,"Lamenta o assassinato do cabo da Polícia Militar do Estado de Minas
Gerais - PMMG - Sérgio Cavalcante, no Município de Ibirité. Defende
privatizações no Estado. Elogia o secretário nacional de Alfabetização,
Carlos Nadalim.",19,2019-09-18 14:00:00,
000003546,43553,DEPUTADO SARGENTO RODRIGUES,9673,2019-09-18 14:00:00,"Critica mensagem do governador que trata de suplementação orçamentária
para o Ministério Público do Estado de Minas Gerais - MPMG. Comenta o
parcelamento dos salários e a falta de recomposição salarial, há mais de
quatro anos, do pessoal da área de segurança pública do Estado. Solicita
que o governador Romeu Zema se posicione com um cronograma de pagamento
e valores que serão repassados.",19,2019-09-18 14:00:00,
000003547,43554,DEPUTADA BEATRIZ CERQUEIRA,26098,2019-09-18 14:00:00,"Solicita ao governador o cumprimento do piso da educação. Apresenta
resultado dos debates e compromissos firmados no II Encontro Nacional de
Presidentes e Vice-Presidentes das Comissões de Educação das Assembleias
Legislativas.",19,2019-09-18 14:00:00,
000003548,43555,DEPUTADO RAUL BELÉM,26114,2019-09-18 14:00:00,"Elogia o programa Diálogo com o Produtor Rural, do governo estadual, que
será lançado no Município de Araguari.",19,2019-09-18 14:00:00,
000003549,43556,DEPUTADO SARGENTO RODRIGUES,9673,2019-09-18 14:00:00,"Manifesta indignação com as mensagens do governador que tratam de
suplementação orçamentária para o Ministério Público do Estado de Minas
Gerais - MPMG -, para a Defensoria Pública do Estado de Minas Gerais -
DPMG - e para o Tribunal de Justiça Militar do Estado de Minas Gerais -
TJMMG. Comenta que é necessário tratar da recomposição das perdas
inflacionárias dos servidores da área da segurança pública.",19,2019-09-18 14:00:00,
000003550,43557,DEPUTADO DUARTE BECHIR,17919,2019-09-18 14:00:00,"Apresenta problemas em relação ao funcionamento do plantão virtual nas
delegacias do Município de Teófilo Otoni, por não estarem prontas para
esse trabalho. Comenta que a aprovação do projeto de lei que dispõe
sobre o plantão digital da Polícia Civil de Minas Gerais - PCMG - e dá
outras providências seria o caminho para melhorar a situação.",19,2019-09-18 14:00:00,
000003551,43558,DEPUTADO MAURO TRAMONTE,26111,2019-09-18 14:00:00,"Apresenta apelo ao governo do Estado para que se providencie a retomada
das obras de duplicação da Rodovia MG-806, que liga o centro do
Município de Ribeirão das Neves ao Distrito de Justinópolis. Lamenta a
falta de uma política efetiva em relação à proteção às mulheres.",19,2019-09-18 14:00:00,
000003552,43559,DEPUTADO BRUNO ENGLER,26148,2019-09-18 14:00:00,"Manifesta indignação com as mensagens do governador que tratam de
suplementação orçamentária para o Ministério Público do Estado de Minas
Gerais - MPMG -, para a Defensoria Pública do Estado de Minas Gerais -
DPMG - e para o Tribunal de Justiça Militar do Estado de Minas Gerais -
TJMMG. Comenta que é necessário tratar da recomposição das perdas
inflacionárias dos servidores da área da segurança pública.",19,2019-09-18 14:00:00,
000003553,43542,DEPUTADO DELEGADO HELI GRILO,26150,2019-09-17 14:00:00,"Critica a indefinição do Poder Executivo quanto aos índices a serem
aplicados ao cronograma que busca compensar as perdas salariais dos
servidores da área da segurança pública.",19,2019-09-17 14:00:00,
000003554,43543,DEPUTADO CARLOS PIMENTA,7758,2019-09-17 14:00:00,"Manifesta apoio às reivindicações dos servidores da área de segurança
pública em relação à recomposição salarial e solicita ao governo do
Estado clareza sobre os percentuais de reajuste. Manifesta contentamento
com o anúncio feito pelo ministro do Desenvolvimento Regional, Gustavo
Canuto, de obras de duplicação da Rodovia BR-251, que liga Montes Claros
até a Rio-Bahia, e da construção do Anel Rodoviário de Montes Claros.",19,2019-09-17 14:00:00,
000003555,43544,DEPUTADO BRUNO ENGLER,26148,2019-09-17 14:00:00,"Critica a indefinição do Poder Executivo quanto aos índices a serem
aplicados ao cronograma que busca compensar as perdas salariais dos
servidores da área da segurança pública.",19,2019-09-17 14:00:00,
000003556,43545,DEPUTADO ELISMAR PRADO,18852,2019-09-17 14:00:00,"Manifesta apoio às reivindicações dos servidores da área de segurança
pública em relação à recomposição salarial e solicita ao governo do
Estado clareza sobre os percentuais de reajuste. Comenta decisão do
Supremo Tribunal Federal - STF - que restabelece a cobrança da taxa de
incêndio pelo governo de Minas Gerais.",19,2019-09-17 14:00:00,
000003557,43546,DEPUTADO CLEITINHO AZEVEDO,26101,2019-09-17 14:00:00,"Informa que apresentará proposta de emenda à Constituição para cortar
auxílios dos membros dos três Poderes estaduais.",19,2019-09-17 14:00:00,
000003558,43547,DEPUTADO ANTONIO CARLOS ARANTES,7327,2019-09-17 14:00:00,"Registra a presença das crianças do Centro de Acolhida Betânia, do
Município de Belo Horizonte.",19,2019-09-17 14:00:00,
000003559,43548,DEPUTADO JOÃO VÍTOR XAVIER,18858,2019-09-17 14:00:00,"Critica a possibilidade de construção de uma barragem no Norte de Minas,
ressaltando a necessidade de regulamentação da lei que institui a
política estadual de segurança de barragens.",19,2019-09-17 14:00:00,
000003560,43549,DEPUTADO MAURO TRAMONTE,26111,2019-09-17 14:00:00,"Comunica às prefeituras a abertura de edital para selecionar projetos
que visem a melhorar a gestão de resíduos sólidos nas cidades
brasileiras.",19,2019-09-17 14:00:00,
000003561,43550,DEPUTADO ANDRÉ QUINTÃO,12195,2019-09-17 14:00:00,"Comenta o término dos trabalhos da Comissão Parlamentar de Inquérito -
CPI - da Barragem de Brumadinho e a entrega do relatório final. Elogia a
criação de um grupo de trabalho para acompanhamento e monitoramento das
recomendações da CPI.",19,2019-09-17 14:00:00,
000003562,43539,DEPUTADO MÁRIO HENRIQUE CAIXA,21125,2019-09-16 20:00:00,"Homenagem ao Galo Futebol Americano pela conquista do título brasileiro
de futebol americano.",19,2019-09-16 20:00:00,
000003563,43540,WESLEY OLIVEIRA,,2019-09-16 20:00:00,"Agradece a homenagem pela conquista do título brasileiro de futebol
americano pelo Galo Futebol Americano.",19,2019-09-16 20:00:00,
000003564,43541,DEPUTADO MÁRIO HENRIQUE CAIXA,21125,2019-09-16 20:00:00,"Lê mensagem do presidente da Assembleia Legislativa, deputado Agostinho
Patrus, por ocasião da homenagem ao Galo Futebol Americano pela
conquista do título brasileiro de futebol americano.",19,2019-09-16 20:00:00,
000003565,43530,DEPUTADO SARGENTO RODRIGUES,9673,2019-09-11 14:00:00,"Critica declaração do Sr. Leonardo Azeredo dos Santos, procurador do
Ministério Público de Minas Gerais - MPMG -, durante reunião da Câmara
de Procuradores, relativa ao salário que recebe.",19,2019-09-11 14:00:00,
000003566,43531,DEPUTADA BEATRIZ CERQUEIRA,26098,2019-09-11 14:00:00,"Critica declaração do Sr. Leonardo Azeredo dos Santos, procurador do
Ministério Público de Minas Gerais - MPMG -, relativa ao salário que
recebe. Comenta sobre as discussões que têm sido feitas pela Comissão de
Educação, ressaltando que o primeiro semestre de 2019 foi o pior em
investimentos na área dos últimos 16 anos. Critica o governo do Estado
por precarizar a Companhia Energética de Minas Gerais - Cemig - com o
fechamento de 43 localidades que atendiam o interior do Estado.",19,2019-09-11 14:00:00,
000003567,43532,DEPUTADO GUSTAVO VALADARES,12202,2019-09-11 14:00:00,"Critica a administração do ex-governador Fernando Pimentel e ressalta
que, em relação ao nióbio, há diferença entre a proposta de Pimentel e a
do atual governador, Romeu Zema.",19,2019-09-11 14:00:00,
000003568,43533,DEPUTADO CLEITINHO AZEVEDO,26101,2019-09-11 14:00:00,"Critica declaração do Sr. Leonardo Azeredo dos Santos, procurador do
Ministério Público de Minas Gerais - MPMG -, relativa ao salário que
recebe. Critica o possível retorno, em nível federal, da Contribuição
Provisória sobre Movimentação Financeira - CPMF -, e a possível
manutenção do Imposto sobre Circulação de Mercadorias e Serviços - ICMS
- em 27%.",19,2019-09-11 14:00:00,
000003569,43534,DEPUTADO ELISMAR PRADO,18852,2019-09-11 14:00:00,"Crítica a aumento de impostos e o possível processo de privatização da
Companhia Energética de Minas Gerais - Cemig.",19,2019-09-11 14:00:00,
000003570,43535,DEPUTADO ULYSSES GOMES,18867,2019-09-11 14:00:00,"Comenta, em resposta a pronunciamento do deputado Gustavo Valadares
sobre a administração do ex-governador Fernando Pimentel, que as
administrações do Partido da Social Democracia Brasileira - PSDB -
quebraram o Estado, não deixando muito o que fazer a Pimentel.",19,2019-09-11 14:00:00,
000003571,43536,DEPUTADO MAURO TRAMONTE,26111,2019-09-11 14:00:00,"Informa sobre o prazo das inscrições para participar do certame do
programa Museu Seguro, que promoverá uma seleção de empresas para
elaboração e implementação de projetos de segurança contra incêndio e
pânico para os museus de todo o Estado.",19,2019-09-11 14:00:00,
000003572,43537,DEPUTADO CORONEL SANDRO,26163,2019-09-11 14:00:00,"Informa que apresentou requerimento solicitando anulação de todos os
atos relativos ao projeto de lei que institui a Semana Estadual Paulo
Freire e dá outras providências, por considerar que houve irregularidade
regimental na aprovação desse projeto na Comissão de Educação, Ciência e
Tecnologia.",19,2019-09-11 14:00:00,
000003573,43538,DEPUTADO BETÃO,26145,2019-09-11 14:00:00,"Critica o possível retorno, em nível federal, da Contribuição Provisória
sobre Movimentação Financeira - CPMF.",19,2019-09-11 14:00:00,
000003574,43519,DEPUTADO VIRGÍLIO GUIMARÃES,2698,2019-09-10 14:00:00,"Comenta a questão do reequilíbrio fiscal do Estado, apresentando
alternativa para se buscar no mercado recurso para pagar os servidores
públicos.",19,2019-09-10 14:00:00,
000003575,43520,DEPUTADO MAURO TRAMONTE,26111,2019-09-10 14:00:00,"Comenta o possível fechamento da urgência e emergência do Hospital
Alberto Cavalcanti, no Município de Belo Horizonte. Comenta a
importância da campanha Setembro Amarelo para a conscientização e a
prevenção ao suicídio.",19,2019-09-10 14:00:00,
000003576,43521,DEPUTADO GUSTAVO VALADARES,12202,2019-09-10 14:00:00,"Agradece ao Corpo de Bombeiros pela agilidade e atenção na vistoria do
parque de exposições do Município de São Sebastião do Maranhão, para
realização de festa tradicional da cidade.",19,2019-09-10 14:00:00,
000003577,43522,DEPUTADO ALENCAR DA SILVEIRA JR.,7752,2019-09-10 14:00:00,"Manifesta preocupação com a questão do suicídio de adolescentes.
Solicita que seja votado projeto de lei de sua autoria que dispõe sobre
a proibição do uso de telefone celular no interior das escolas do Estado
e dá outras providências.",19,2019-09-10 14:00:00,
000003578,43523,DEPUTADO CARLOS HENRIQUE,10002,2019-09-10 14:00:00,"Comenta a importância do Centro de Valorização da Vida e solicita aos
deputados que destinem emendas parlamentares para melhorar as condições
da instituição. Sugere a iluminação do entorno da Assembleia Legislativa
de amarelo para chamar a atenção para a campanha Setembro Amarelo.",19,2019-09-10 14:00:00,
000003579,43524,DEPUTADO ZÉ GUILHERME,26105,2019-09-10 14:00:00,"Transcurso do Dia Internacional da Língua de Sinais, o Dia Nacional do
Surdo e o Dia Internacional do Surdo (Setembro Azul). Defende a
aprovação de dois projetos de lei de sua autoria: o que reconhece
oficialmente no Estado, como meio de comunicação objetiva e de uso
corrente, a linguagem gestual codificada na Língua Brasileira de Sinais
- Libras -, e o que cria escolas bilíngues em Libras e Português na rede
pública estadual de educação.",19,2019-09-10 14:00:00,
000003580,43525,DEPUTADA LENINHA,26153,2019-09-10 14:00:00,"Apresenta apelo ao governo do Estado para que seja feita a adesão ao
Garantia-Safra, programa federal que prevê o pagamento de um auxílio aos
pequenos produtores rurais que sofreram uma perda sistemática de sua
produção em decorrência de seca ou chuvas excessivas. Comenta a
necessidade de se investir no turismo para diversificar a economia
mineira e a importância da campanha Setembro Amarelo para a
conscientização e a prevenção ao suicídio.",19,2019-09-10 14:00:00,
000003581,43526,DEPUTADO CARLOS PIMENTA,7758,2019-09-10 14:00:00,"Defende a Proposta de Emenda à Constituição - PEC - 412/09, que tramita
no Congresso Nacional, que garante autonomia funcional, administrativa e
orçamentária à Polícia Federal.",19,2019-09-10 14:00:00,
000003582,43527,DEPUTADO VIRGÍLIO GUIMARÃES,2698,2019-09-10 14:00:00,"Elogia a eleição realizada pelo Partido dos Trabalhadores - PT - de
dirigentes dos diretórios municipais e de delegados. Defende o ajuste
fiscal no Estado, ressaltando a necessidade de se aumentar a
arrecadação, e sugere que uma das alternativas seria retomar os direitos
minerários cedidos ao grupo Vale.",19,2019-09-10 14:00:00,
000003583,43528,DEPUTADO ULYSSES GOMES,18867,2019-09-10 14:00:00,"Critica o governador Romeu Zema por não solucionar a situação de
parcelamento dos salários dos servidores públicos, ressaltando que há
dinheiro em caixa, e por se apropriar de ações e programas do governo
anterior. Convida os deputados a criarem uma comissão para cobrar da
Companhia Brasileira de Metalurgia e Mineração - CBMM - valores que
considera que são devidos ao Estado.",19,2019-09-10 14:00:00,
000003584,43529,DEPUTADO BRUNO ENGLER,26148,2019-09-10 14:00:00,"Comenta a absolvição de Gustavo Henrique Correia, cunhado da
apresentadora de TV Ana Hickmann, acusado de homicídio doloso contra
Rodrigo de Pádua. Critica a atuação da imprensa em relação ao presidente
Jair Bolsonaro.",19,2019-09-10 14:00:00,
000003593,43517,GUSTAVO FRAGA BRANDÃO PAULUS,,2019-09-05 20:00:00,"Agradece, na condição de homenageado, o título de Cidadão Honorário do
Estado de Minas Gerais.",19,2019-09-05 20:00:00,
000003594,43518,DEPUTADO AGOSTINHO PATRUS,15245,2019-09-05 20:00:00,"Entrega do Título de Cidadão Honorário do Estado de Minas Gerais ao Sr.
Gustavo Fraga Brandão Paulus, diretor executivo da TV Record Minas.",19,2019-09-05 20:00:00,
000003585,43509,DEPUTADO CARLOS HENRIQUE,10002,2019-09-05 14:00:00,"Registra a presença de alunos do 8º período do curso de direito da PUC
Minas, campus Coração Eucarístico.",19,2019-09-05 14:00:00,
